Replicate,NWord,NChar,AveWdLen
335,7,30,3.4285714285714284
336,7,30,3.5714285714
337,7,30,3.5714285714285716
338,7,30,3.857142857142857
339,7,30,3.4285714285714284
340,7,30,3.857142857142857
341,7,31,3.857142857142857
342,7,30,3.5714285714285716
343,7,30,3.4285714285714284
344,7,31,3.857142857142857
345,7,30,3.5714285714285716
346,7,30,3.4285714285714284
347,7,30,3.4285714285714284
348,7,30,3.4285714285714284
349,7,30,3.4285714285714284
350,7,30,3.5714285714285716
351,7,31,3.5714285714285716
352,7,30,3.5714285714285716
353,7,31,3.5714285714285716
354,7,30,3.857142857142857
355,7,30,3.857142857142857
356,7,30,3.4285714285714284
357,7,30,3.5714285714285716
358,7,30,3.5714285714285716
359,7,30,3.4285714285714284
360,7,31,3.5714285714285716
361,7,30,3.5714285714285716
362,7,30,3.4285714285714284
363,7,31,3.4285714285714284
364,7,30,3.5714285714285716
365,7,31,3.5714285714285716
366,7,31,3.5714285714285716
367,7,31,3.5714285714285716
368,7,30,3.5714285714285716
369,7,30,3.4285714285714284
370,7,30,3.857142857142857
371,7,30,3.4285714285714284
372,7,30,3.4285714285714284
373,7,30,3.5714285714
374,7,30,3.5714285714285716
375,7,30,3.5714285714285716
376,7,30,3.857142857142857
377,7,30,3.857142857142857
378,7,30,3.4285714285714284
379,7,30,3.5714285714285716
380,7,31,3.857142857142857
381,7,31,3.57
382,7,30,3.857142857142857
383,7,30,3.5714285714285716
384,7,30,3.857142857142857
385,7,30,3.5714285714285716
386,7,30,3.857142857142857
387,7,30,3.5714285714285716
388,7,30,3.5714285714285716
389,7,30,3.5714285714285716
390,7,30,3.4285714285714284
391,7,30,3.4285714285714284
392,7,30,3.4285714285714284
393,7,30,3.4285714286
394,7,31,3.5714285714285716
395,7,30,3.2857142857142856
396,7,30,3.857142857142857
397,7,30,3.4285714285714284
398,7,30,3.5714285714285716
399,7,30,3.857142857142857
400,7,30,3.2857142857142856
401,7,30,3.4285714285714284
402,7,30,3.4285714285714284
403,7,31,3.5714285714
404,7,30,3.4285714285714284
405,7,30,3.7142857142857144
406,7,30,3.4285714285714284
407,7,30,3.7142857142857144
408,7,30,3.4285714285714284
409,7,30,3.5714285714285716
410,7,30,3.5714285714285716
411,7,30,3.5714285714285716
412,7,31,3.5714285714285716
413,7,30,3.4285714285714284
414,7,31,3.5714285714285716
415,7,31,3.7142857142857144
416,7,30,3.4285714285714284
417,7,30,3.4285714285714284
418,7,31,3.5714285714285716
419,7,30,3.5714285714285716
420,7,31,3.7142857142857144
421,7,30,3.7142857142857144
422,7,30,3.4285714285714284
423,7,30,3.5714285714285716
424,7,31,3.5714285714285716
425,7,30,3.5714285714285716
426,7,31,3.5714285714285716
427,7,30,4.285714285714286
428,7,30,3.4285714285714284
429,7,30,3.7142857142857144
430,7,30,3.5714285714285716
431,7,30,3.7142857142857144
432,7,30,3.5714285714285716
433,7,30,3.7142857142857144
434,7,30,3.7142857142857144
435,7,31,3.857142857142857
436,7,30,3.857142857142857
437,7,30,3.2857142857142856
438,7,30,3.5714285714285716
439,7,30,3.2857142857142856
440,7,30,3.4285714285714284
441,7,30,3.7142857142857144
442,7,30,3.5714285714285716
443,7,30,3.5714285714285716
444,7,30,3.5714285714285716
445,7,30,3.5714285714285716
446,7,30,3.4285714285714284
447,7,31,3.5714285714
448,7,30,3.5714285714285716
449,7,30,3.857142857142857
450,7,31,3.5714285714285716
451,7,30,3.4285714285714284
452,7,30,3.857142857142857
453,7,30,3.4285714285714284
454,7,30,3.7142857142857144
455,7,31,3.857142857142857
456,7,30,3.5714285714285716
457,7,30,3.5714285714285716
458,7,30,3.857142857142857
459,7,30,3.4285714285714284
460,7,31,3.857142857142857
461,7,30,3.857142857142857
462,7,30,3.7142857142857144
463,7,30,3.2857142857142856
464,7,30,3.4285714286
465,7,30,3.4285714285714284
466,7,30,3.857142857142857
467,7,30,3.857142857142857
468,7,30,3.5714285714285716
469,7,30,3.5714285714285716
470,7,30,3.2857142857142856
471,7,30,3.7142857142857144
472,7,30,3.5714285714285716
473,7,31,3.5714285714285716
474,7,31,3.857142857142857
475,7,30,3.7142857142857144
476,7,30,3.4285714285714284
477,7,31,3.5714285714285716
478,7,30,3.2857142857142856
479,7,30,3.4285714285714284
480,7,30,3.4285714285714284
481,7,31,3.5714285714285716
482,7,31,3.5714285714285716
483,7,30,3.857142857142857
484,7,30,3.5714285714285716
485,7,30,3.857142857142857
486,7,30,3.4285714285714284
487,7,30,3.5714285714285716
488,7,30,3.5714285714285716
489,7,30,3.4285714285714284
490,7,30,3.857142857142857
491,7,30,3.5714285714285716
492,7,30,3.2857142857142856
493,7,30,3.5714285714285716
494,7,30,3.5714285714285716
495,7,30,3.5714285714285716
496,7,30,3.7142857142857144
497,7,30,4.285714285714286
498,7,30,3.5714285714285716
499,7,30,3.5714285714
500,7,30,3.857142857142857
501,7,30,3.5714285714
502,7,30,3.4285714285714284
503,7,31,3.857142857142857
504,7,30,3.4285714285714284
505,7,30,3.5714285714285716
506,7,30,3.4285714285714284
507,7,30,3.5714285714285716
508,7,30,3.4285714285714284
509,7,30,3.4285714285714284
510,7,31,3.5714285714285716
511,7,31,3.7142857142857144
512,7,30,3.857142857142857
513,7,31,3.4285714285714284
514,7,30,3.7142857142857144
515,7,30,3.7142857142857144
516,7,30,3.5714285714285716
517,7,30,3.5714285714285716
518,7,30,3.857142857142857
519,7,31,3.5714285714285716
520,7,31,3.5714285714285716
521,7,30,3.7142857142857144
522,7,31,3.7142857142857144
523,7,30,3.4285714285714284
524,7,30,3.857142857142857
525,7,30,3.5714285714285716
526,7,30,3.857142857142857
527,7,31,3.5714285714285716
528,7,30,3.5714285714285716
529,7,30,3.857142857142857
530,7,30,3.857142857142857
531,7,30,3.5714285714285716
532,7,31,3.5714285714285716
533,7,30,3.5714285714
534,7,30,3.857142857142857
535,7,30,3.7142857142857144
536,7,30,3.4285714285714284
537,7,31,3.857142857142857
538,7,30,3.4285714285714284
539,7,30,3.857142857142857
540,7,30,3.5714285714285716
541,7,30,3.7142857142857144
542,7,30,3.7142857142857144
543,7,30,3.857142857142857
544,7,30,3.2857142857142856
545,7,30,3.857142857142857
546,7,30,3.4285714285714284
547,7,31,3.7142857142857144
548,7,30,3.5714285714
549,7,30,3.7142857142857144
550,7,31,3.5714285714285716
551,7,30,3.5714285714285716
552,7,30,3.7142857142857144
553,7,30,3.5714285714285716
554,7,30,3.857142857142857
555,7,30,4.285714285714286
556,7,30,3.4285714285714284
557,7,30,3.5714285714285716
558,7,30,3.4285714285714284
559,7,30,3.5714285714285716
560,7,30,3.857142857142857
561,7,30,3.5714285714285716
562,7,31,3.7142857142857144
563,7,30,3.7142857142857144
564,7,30,3.5714285714285716
565,7,30,3.4285714285714284
566,7,30,3.5714285714
567,7,30,3.857142857142857
568,7,30,3.857142857142857
569,7,31,3.5714285714285716
570,7,30,3.857142857142857
571,7,30,3.5714285714
572,7,30,4.285714285714286
573,7,30,4.285714285714286
574,7,31,3.857142857142857
575,7,30,3.5714285714285716
576,7,31,4.142857142857143
577,7,31,3.5714285714285716
578,7,31,3.7142857142857144
579,7,30,3.5714285714285716
580,7,30,3.7142857142857144
581,7,30,3.4285714285714284
582,7,30,4.285714285714286
583,7,30,3.5714285714285716
584,7,30,3.857142857142857
585,7,31,3.5714285714285716
586,7,30,3.857142857142857
587,7,30,3.4285714285714284
588,7,30,3.5714285714285716
589,7,30,3.4285714285714284
590,7,30,3.4285714285714284
591,7,31,3.5714285714285716
592,7,30,3.5714285714285716
593,7,30,3.4285714285714284
594,7,31,3.4285714285714284
595,7,30,3.5714285714285716
596,7,30,3.5714285714285716
597,7,30,3.5714285714285716
598,7,30,3.857142857142857
599,7,30,3.7142857142857144
600,7,30,3.4285714285714284
601,7,30,3.857142857142857
602,7,30,3.857142857142857
603,7,30,3.5714285714285716
604,7,30,3.7142857142857144
605,7,31,3.4285714285714284
606,7,30,3.5714285714285716
607,7,30,3.4285714285714284
608,7,30,3.5714285714285716
609,7,30,3.857142857142857
610,7,31,3.857142857142857
611,7,30,3.5714285714285716
612,7,30,3.5714285714285716
613,7,30,3.857142857142857
614,7,30,3.4285714285714284
615,7,30,3.7142857142857144
616,7,31,3.7142857142857144
617,7,30,3.5714285714285716
618,7,31,3.4285714285714284
619,7,31,3.857142857142857
620,7,31,3.5714285714285716
621,7,30,3.857142857142857
622,7,31,3.857142857142857
623,7,30,3.4285714285714284
624,7,30,3.857142857142857
625,7,31,3.7142857142857144
626,7,30,3.857142857142857
627,7,30,3.5714285714285716
628,7,30,3.5714285714285716
629,7,30,3.5714285714285716
630,7,30,3.857142857142857
631,7,30,3.5714285714285716
632,7,30,3.5714285714285716
633,7,30,3.5714285714285716
634,7,30,3.857142857142857
635,7,30,3.4285714285714284
636,7,30,3.4285714285714284
637,7,30,3.7142857142857144
638,7,30,3.5714285714285716
639,7,30,3.4285714285714284
640,7,30,3.5714285714
641,7,30,3.5714285714285716
642,7,30,3.5714285714285716
643,7,31,3.857142857142857
644,7,30,4.285714285714286
645,7,30,3.4285714285714284
646,7,31,3.4285714285714284
647,7,30,3.4285714285714284
648,7,30,3.5714285714285716
649,7,30,3.857142857142857
650,7,30,3.4285714285714284
651,7,30,3.4285714286
652,7,30,3.7142857142857144
653,7,30,3.2857142857142856
654,7,30,3.7142857142857144
655,7,30,3.857142857142857
656,7,30,3.5714285714285716
657,7,30,3.857142857142857
658,7,30,3.857142857142857
659,7,30,3.5714285714285716
660,7,30,3.4285714285714284
661,7,31,3.857142857142857
662,7,30,3.857142857142857
663,7,31,3.4285714285714284
664,7,31,3.5714285714285716
665,7,30,3.857142857142857
666,7,31,3.857142857142857
667,7,30,3.7142857142857144
668,7,30,3.4285714285714284
669,7,30,3.7142857142857144
670,7,30,3.5714285714285716
671,7,31,3.5714285714285716
672,7,30,3.857142857142857
673,7,30,3.857142857142857
674,7,30,3.5714285714285716
675,7,30,3.7142857142857144
676,7,31,3.5714285714285716
677,7,30,3.857142857142857
678,7,30,3.4285714285714284
679,7,30,3.857142857142857
680,7,30,3.5714285714285716
681,7,30,3.2857142857142856
682,7,30,3.857142857142857
683,7,30,3.857142857142857
684,7,30,3.4285714285714284
685,7,30,3.4285714285714284
686,7,30,3.4285714285714284
687,7,30,3.5714285714285716
688,7,30,3.5714285714285716
689,7,30,3.5714285714285716
690,7,30,3.2857142857142856
691,7,30,3.4285714285714284
692,7,30,3.7142857142857144
693,7,30,3.4285714285714284
694,7,30,3.857142857142857
695,7,30,3.2857142857142856
696,7,30,3.857142857142857
697,7,30,3.5714285714285716
698,7,30,3.7142857142857144
699,7,30,3.857142857142857
700,7,30,3.7142857142857144
701,7,30,3.5714285714285716
702,7,31,3.857142857142857
703,7,30,3.5714285714285716
704,7,30,3.7142857142857144
705,7,30,3.5714285714285716
706,7,30,3.4285714285714284
707,7,30,3.857142857142857
708,7,30,3.7142857142857144
709,7,30,3.7142857142857144
710,7,31,3.5714285714285716
711,7,30,3.5714285714
712,7,30,3.5714285714285716
713,7,30,3.5714285714285716
714,7,30,3.4285714285714284
715,7,30,3.2857142857142856
716,7,30,3.5714285714285716
717,7,30,3.5714285714285716
718,7,31,3.5714285714285716
719,7,30,3.5714285714285716
720,7,30,3.5714285714285716
721,7,30,3.4285714285714284
722,7,30,3.7142857142857144
723,7,31,3.5714285714285716
724,7,31,3.5714285714285716
725,7,30,3.4285714285714284
726,7,31,3.5714285714
727,7,30,3.5714285714285716
728,7,31,3.5714285714285716
729,7,30,3.7142857142857144
730,7,30,3.4285714285714284
731,7,30,3.857142857142857
732,7,30,3.7142857142857144
733,7,30,3.857142857142857
734,7,30,3.7142857142857144
735,7,30,3.2857142857142856
736,7,30,3.7142857142857144
737,7,30,3.7142857142857144
738,7,30,3.5714285714285716
739,7,31,3.5714285714285716
740,7,30,3.857142857142857
741,7,30,3.4285714285714284
742,7,30,3.4285714285714284
743,7,30,3.4285714285714284
744,7,30,3.7142857142857144
745,7,30,3.4285714285714284
746,7,30,3.5714285714285716
747,7,30,3.5714285714285716
748,7,30,3.4285714285714284
749,7,30,3.7142857142857144
750,7,30,3.857142857142857
751,7,30,3.857142857142857
752,7,31,3.857142857142857
753,7,30,3.5714285714285716
754,7,30,3.4285714285714284
755,7,30,3.5714285714285716
756,7,30,3.4285714285714284
757,7,30,3.857142857142857
758,7,30,3.857142857142857
759,7,30,4.0
760,7,31,3.857142857142857
761,7,30,3.857142857142857
762,7,31,3.7142857142857144
763,7,30,3.5714285714285716
764,7,30,3.857142857142857
765,7,30,3.857142857142857
766,7,31,3.857142857142857
767,7,30,3.857142857142857
768,7,31,3.4285714285714284
769,7,30,3.857142857142857
770,7,30,3.5714285714285716
771,7,30,3.5714285714285716
772,7,30,3.2857142857142856
773,7,30,3.857142857142857
774,7,30,3.2857142857142856
775,7,30,3.857142857142857
776,7,31,3.857142857142857
777,7,30,3.7142857142857144
778,7,30,3.4285714285714284
779,7,30,3.4285714285714284
780,7,30,3.4285714285714284
781,7,30,3.857142857142857
782,7,30,3.5714285714285716
783,7,30,3.7142857142857144
784,7,30,3.4285714285714284
785,7,30,3.5714285714
786,7,30,4.2857142857
787,7,30,4.0
788,7,30,3.857142857142857
789,7,30,3.4285714285714284
790,7,30,3.7142857142857144
791,7,30,3.857142857142857
792,7,30,3.5714285714
793,7,31,3.4285714285714284
794,7,31,3.4285714285714284
795,7,31,3.5714285714285716
796,7,30,3.5714285714285716
797,7,30,3.857142857142857
798,7,31,3.7142857142857144
799,7,30,3.4285714285714284
800,7,30,3.857142857142857
801,7,30,3.4285714285714284
802,7,31,3.857142857142857
803,7,30,3.857142857142857
804,7,31,3.857142857142857
805,7,30,3.5714285714285716
806,7,30,3.5714285714285716
807,7,30,3.5714285714
808,7,30,3.5714285714285716
809,7,30,3.4285714285714284
810,7,30,3.5714285714285716
811,7,31,3.857142857142857
812,7,30,3.5714285714285716
813,7,30,3.5714285714285716
814,7,30,3.857142857142857
815,7,30,3.4285714285714284
816,7,30,3.5714285714285716
817,7,31,3.857142857142857
818,7,31,3.7142857142857144
819,7,30,3.5714285714285716
820,7,30,3.5714285714285716
821,7,30,3.4285714285714284
822,7,30,3.857142857142857
823,7,30,3.4285714285714284
824,7,31,3.5714285714285716
825,7,30,3.4285714285714284
826,7,30,3.4285714285714284
827,7,30,3.857142857142857
828,7,30,3.5714285714285716
829,7,30,3.4285714285714284
830,7,30,3.5714285714285716
831,7,30,3.4285714285714284
832,7,30,3.857142857142857
833,7,31,3.5714285714285716
834,7,31,3.5714285714285716
835,7,30,3.857142857142857
836,7,30,3.4285714286
837,7,30,3.5714285714285716
838,7,30,3.7142857142857144
839,7,31,3.5714285714285716
840,7,30,3.5714285714285716
841,7,31,3.857142857142857
842,7,30,3.7142857142857144
843,7,30,3.5714285714285716
844,7,30,3.857142857142857
845,7,30,3.5714285714285716
846,7,30,3.7142857142857144
847,7,30,3.857142857142857
848,7,30,3.5714285714
849,7,30,3.4285714285714284
850,7,30,3.4285714285714284
851,7,31,3.5714285714285716
852,7,30,3.4285714285714284
853,7,30,3.7142857142857144
854,7,30,3.4285714285714284
855,7,30,3.5714285714285716
856,7,30,3.7142857142857144
857,7,31,3.5714285714285716
858,7,30,3.7142857142857144
859,7,30,3.5714285714285716
860,7,30,3.5714285714
861,7,30,4.285714285714286
862,7,30,3.5714285714285716
863,7,30,3.5714285714285716
864,7,30,3.5714285714285716
865,7,30,3.7142857142857144
866,7,30,3.5714285714285716
867,7,31,3.7142857142857144
868,7,30,3.5714285714285716
869,7,30,3.2857142857142856
870,7,30,3.5714285714285716
871,7,30,3.5714285714285716
872,7,30,3.5714285714285716
873,7,30,3.5714285714285716
874,7,31,3.7142857142857144
875,7,30,3.4285714285714284
876,7,30,3.4285714285714284
877,7,30,3.4285714286
878,7,30,3.4285714285714284
879,7,30,4.285714285714286
880,7,30,3.7142857142857144
881,7,30,3.4285714285714284
882,7,30,3.4285714285714284
883,7,30,3.857142857142857
884,7,30,3.4285714285714284
885,7,30,3.2857142857142856
886,7,31,3.5714285714285716
887,7,30,3.857142857142857
888,7,31,3.7142857142857144
889,7,30,3.7142857142857144
890,7,30,3.857142857142857
891,7,30,3.4285714285714284
892,7,30,3.857142857142857
893,7,30,3.4285714285714284
894,7,30,3.5714285714285716
895,7,30,3.5714285714285716
896,7,30,3.5714285714285716
897,7,30,3.4285714285714284
898,7,30,3.4285714285714284
899,7,30,3.7142857142857144
900,7,30,3.5714285714285716
901,7,30,3.857142857142857
902,7,30,3.857142857142857
903,7,30,3.4285714285714284
904,7,30,3.5714285714285716
905,7,31,3.5714285714285716
906,7,30,3.2857142857142856
907,7,30,3.4285714285714284
908,7,30,3.4285714285714284
909,7,30,3.4285714285714284
910,7,30,3.5714285714285716
911,7,30,3.4285714285714284
912,7,30,3.7142857142857144
913,7,30,3.857142857142857
914,7,30,3.5714285714285716
915,7,30,3.4285714285714284
916,7,30,3.7142857142857144
917,7,30,3.5714285714285716
918,7,30,3.5714285714285716
919,7,30,3.5714285714
920,7,31,3.7142857142857144
921,7,31,3.5714285714285716
922,7,30,3.5714285714285716
923,7,30,3.7142857142857144
924,7,30,3.5714285714285716
925,7,31,3.857142857142857
926,7,30,3.857142857142857
927,7,30,3.7142857142857144
928,7,30,3.4285714285714284
929,7,30,3.7142857142857144
930,7,30,3.4285714285714284
931,7,30,3.4285714285714284
932,7,30,3.4285714285714284
933,7,31,3.857142857142857
934,7,30,3.4285714285714284
935,7,30,3.5714285714285716
936,7,30,3.4285714285714284
937,7,31,3.857142857142857
938,7,30,3.857142857142857
939,7,30,3.5714285714285716
940,7,31,3.5714285714
941,7,30,3.5714285714285716
942,7,30,3.5714285714285716
943,7,30,3.5714285714285716
944,7,30,3.857142857142857
945,7,30,3.5714285714285716
946,7,30,3.5714285714285716
947,7,30,3.4285714285714284
948,7,30,3.4285714285714284
949,7,30,3.5714285714285716
950,7,30,3.5714285714285716
951,7,30,3.4285714285714284
